0.043502178	-0.054063573	-0.11092276	-0.023589399	-0.06429188	-0.04056946	0.0034200018	-0.06427826	-0.011648182	-0.08818869	-3.9121453e-05	-0.049229197	0.0045511383	-0.07130059	0.0074668936	-0.009971256
0.026494483	-0.036822356	-0.097042434	-0.03854073	-0.08054732	0.016011182	-0.084104404	-0.010862468	0.06742323	-0.11963281	-0.011957308	0.029446503	0.01745119	-0.037566263	-0.03116587	-0.022188455
-0.061635625	-0.09102883	-0.050343074	-0.016151695	-0.07632489	0.04643694	-0.04879063	-0.10185469	-0.040070906	-0.10153156	-0.04570693	0.028752599	-0.005804402	-0.053155262	-0.0030824046	-0.06865965
-0.06669385	-0.052334037	-0.06701235	-0.020573398	-0.065406345	-0.033294033	-0.008869137	-0.027665759	0.039716348	-0.048378345	-0.011587074	0.06704641	0.009351555	0.0009009288	0.012588169	0.041495092
0.01627796	-0.04496411	-0.07348454	-0.02856139	-0.06310976	-0.011989536	-0.01241299	-0.037719402	-0.02549602	-0.105611876	0.005953701	0.02709639	0.022254081	-0.06074366	-0.062672295	0.0041364213
0.013468691	-0.021583451	0.021818511	0.03294284	-0.07156385	-0.018541723	-0.048427023	-0.08973328	0.0167074	-0.10823006	0.040765215	-0.021647116	0.02886748	-0.019024651	-0.045718018	0.009292323
-0.03432213	-0.04976272	-0.15296794	0.057157088	-0.14393109	0.006483739	-0.06402735	-0.0009992897	0.0071927463	-0.06505305	-0.025974143	0.05390168	-0.054670308	-0.117079794	-0.058440927	0.061586123
-0.017369062	-0.11303324	-0.06026797	-0.012658472	-0.046497185	-0.008112213	0.020737251	-0.09060643	0.006811078	-0.07327532	-0.04084291	0.03517585	0.06413844	-0.04217708	-0.015214663	0.02479835
0.042438906	-0.086052924	0.009259349	-0.0021802792	-0.09548772	-0.045837667	-0.03964376	-0.040009916	-0.029314803	-0.07536671	0.02795821	0.036341902	-0.0025710242	-0.035926092	-0.012198137	0.023124784
-0.03778355	-0.068873964	-0.068147466	-0.0029512122	-0.10105596	0.025848182	-0.031918768	0.054718718	-0.031085683	-0.07611113	-0.016815554	0.10077843	0.032351583	-0.07788303	0.10953966	-0.06318053
